t,est_accuracy_l2
1,21.057420514523983
2,16.428920477628708
3,14.819737996906042
4,11.877575883641839
5,11.066109325736761
6,10.186528166756034
7,10.04083468299359
8,9.369926696643233
9,9.649687158409506
10,9.985491260420531
11,10.54585443623364
12,10.647857171483338
13,10.529963769484311
14,10.602876839227974
t,est_accuracy_l2
1,21.057420514523983
2,16.428920477628708
t,est_accuracy_l2
1,21.057420514523983
2,16.428920477628708
t,est_accuracy_l2
1,21.057420514523983
2,16.428920477628708
t,est_accuracy_l2
1,21.057420514523983
2,16.428920477628708
t,est_accuracy_l2
1,21.057420514523983
2,16.428920477628708
3,14.819737996906042
4,11.877575883641839
5,11.066109325736761
6,10.186528166756034
7,10.04083468299359
8,9.369926696643233
9,9.649687158409506
t,est_accuracy_l2
1,21.057420514523983
2,16.428920477628708
3,14.819737996906042
4,11.877575883641839
5,11.066109325736761
t,est_accuracy_l2
1,21.057420514523983
2,16.428920477628708
